item,store_id,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2022/12,total_2023,total _2022,total_sales
G,384,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,8
G,385,0,0,20,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,52,4,56
G,387,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,22
G,388,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
G,389,0,0,0,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33
G,391,0,0,0,5,10,0,25,0,0,0,0,0,0,0,0,0,0,0,9,0,0,40,0,40
G,392,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
G,393,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
G,395,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,10,0,10
G,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,13
G,397,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11
G,398,0,0,0,0,21,0,19,0,0,0,0,0,0,0,0,0,0,0,0,12,0,40,0,40
G,400,0,0,0,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,47
G,401,0,0,10,45,39,0,25,0,0,0,0,0,0,0,0,0,0,0,0,40,0,119,0,119
G,402,0,0,0,0,30,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,7,45,40,85
G,403,0,0,20,20,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,20,110
G,404,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
G,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
G,406,0,0,0,10,35,0,25,0,0,0,0,0,0,0,0,0,0,0,0,10,10,70,5,75
G,408,0,0,0,5,17,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,50
G,410,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
G,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
G,412,0,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,40,20,80,20,100
G,413,0,0,0,13,20,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,43,100,143
G,414,0,0,35,30,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,14,98,7,105
G,415,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,30,30,0,60,14,74
G,416,0,0,40,26,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,111,60,171
G,417,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,76,86
G,418,0,0,10,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,0,40
G,419,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,5,10
G,422,0,0,6,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,21,12,33
G,425,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32
G,426,0,0,3,20,25,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20,0,63,0,63
G,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,20,20
G,428,0,0,40,0,40,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,20,110,14,124
G,429,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,20,30,50
G,430,0,0,45,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,25,0,85,32,117
G,431,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,75
G,432,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
G,433,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5
G,434,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,25,3,28
G,435,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,10,25
G,436,0,0,10,0,24,0,25,0,0,0,0,0,0,0,0,0,0,0,17,0,0,59,10,69
G,437,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,42
G,438,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,25,0,25
G,439,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12
G,440,0,0,0,0,20,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33
G,441,0,0,6,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,10,31,0,31
G,442,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,13,53
G,443,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,35
G,444,0,0,20,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45,0,45
G,445,0,0,4,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,39,10,49
G,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,12
G,451,0,0,15,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,0,0,33,10,43
G,452,0,0,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,17,10,27
G,454,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,8
G,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,5,5
G,456,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,20,27
G,460,0,0,6,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,2,41,3,44
G,461,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,30,7,37
G,462,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,20,20,0,25,15,40
G,463,0,0,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,52,40,92
G,465,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,14,24
G,470,0,0,17,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,30,10,40
G,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,25,25
G,473,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,25
G,474,0,0,9,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29
G,478,0,0,0,27,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,47,0,47
G,479,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
G,480,0,0,20,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,10,0,0,45,0,45
G,481,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12
G,482,0,0,69,30,36,0,50,0,0,0,0,0,0,0,0,0,0,0,11,4,4,185,0,185
G,483,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,39
G,484,0,0,20,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,45,0,45
G,486,0,0,10,10,15,0,25,0,0,0,0,0,0,0,0,0,0,0,10,0,0,60,10,70
G,489,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,12,0,0,20,10,30
G,493,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,42
G,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
G,498,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,8,35
G,499,0,0,30,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,55,6,61
G,505,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,40
G,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0
G,507,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,21
G,508,0,0,5,10,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,43,60,1,61
G,511,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,58
G,513,0,0,15,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40
G,519,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25
G,521,0,0,30,10,22,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,17,87,0,87
G,523,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,39
G,524,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
G,527,0,0,2,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
G,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
G,529,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15
G,530,0,0,5,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,26
G,531,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,15,3,18
G,532,0,0,0,0,30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,13,63
G,534,0,0,47,107,20,0,21,0,0,0,0,0,0,0,0,0,0,0,0,48,6,195,0,195
G,535,0,0,13,14,14,0,13,0,0,0,0,0,0,0,0,0,0,0,10,10,20,54,54,108
G,536,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,40,50
G,537,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
G,538,0,0,0,6,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,8,0,41,0,41
G,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,8,8
G,542,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,23
G,544,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,32,0,32
G,546,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,40
G,548,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,10,10,0,25,0,25
G,549,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,33
G,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0
G,554,0,0,12,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,3,0,19,20,39
G,555,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,0,0,25,8,33
G,556,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
G,558,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19
G,559,0,0,32,15,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,10,20,87,0,87
G,561,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,50
G,562,0,0,10,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,10,10,0,35,0,35
G,564,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,20,20,40
G,566,0,0,40,0,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,16,85,20,105
G,567,0,0,0,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,44
G,570,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
G,571,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,2
G,574,0,0,20,-20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,3,13
G,575,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,27
G,576,0,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,19,0,27,0,27
G,581,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,26
G,584,0,0,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,10,0,32,0,32
G,586,0,0,10,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,10,45
G,588,0,0,10,10,20,0,22,0,0,0,0,0,0,0,0,0,0,0,0,15,0,62,4,66
G,589,0,0,0,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,26
G,591,0,0,2,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,0,22
G,592,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
G,595,0,0,0,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,12,0,0,28,0,28
G,596,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,12,22
G,599,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,20,10,30
G,600,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40
G,601,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,10
G,605,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,30
G,611,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
G,614,0,0,10,0,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,45
G,615,0,0,9,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,0,34
G,618,0,0,16,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,5,5,0,51,13,64
G,621,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15
G,625,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,20,20,0,20
G,629,0,0,10,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,4,25,66,91
G,631,0,0,20,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,42
G,633,0,0,3,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23
G,634,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40
G,635,0,0,5,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,36,0,36
G,636,0,0,15,42,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,87,5,92
G,638,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,20
G,643,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,13
G,644,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,2,9
G,645,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,3,18
G,646,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,100,2,102
G,648,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,30
G,650,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,21
G,651,0,0,0,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,26
G,652,0,0,15,20,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,69
G,654,0,0,15,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,40,0,40
G,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,15
G,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,10,10
G,657,0,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,17,0,0,25,14,39
G,658,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,40,17,57
G,659,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
G,660,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
G,662,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,30,0,30
G,664,0,0,0,10,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,20,55
G,666,0,0,15,0,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,39,0,39
G,667,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,25,0,15,10,25
G,668,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,20,25,45
G,669,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,25,20,45
G,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,10
G,672,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,20,10,15,25
G,673,0,0,10,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,40,33,73
G,675,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,27
G,676,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,6,0,20,24,0,24
G,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,26,26
G,682,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,15,27
G,683,0,0,4,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,23
G,686,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
G,688,0,0,20,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,5,0,38,0,38
G,691,0,0,15,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,55,10,65
G,692,0,0,10,3,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,13,0,55,12,67
G,696,0,0,0,10,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,13,73
G,697,0,0,20,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,50
G,699,0,0,5,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,35,0,35
G,701,0,0,15,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,40,13,53
G,703,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36
G,704,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
G,705,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15,60,0,60
G,706,0,0,0,20,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,15,0,65,15,80
G,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,15,15
G,708,0,0,20,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12,0,35,8,43
G,709,0,0,25,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,8,75,12,87
G,710,0,0,11,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,13,46
G,714,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,25,0,25
G,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,15,15
G,716,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,37
G,717,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
G,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
G,722,0,0,5,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,14,59
G,723,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
G,724,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
G,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
G,726,0,0,8,8,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,4,50
G,727,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13
G,728,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
G,731,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,0,21
G,732,0,0,10,10,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,33
G,733,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,20,0,20
G,734,0,0,0,15,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,37,13,50
G,735,0,0,0,10,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,13,31,12,43
G,737,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,26
G,739,0,0,0,25,24,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3,77
G,741,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,12
G,742,0,0,200,200,45,0,30,0,0,0,0,0,0,0,0,0,0,0,0,220,210,475,4,479
G,743,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,430,630
G,744,0,0,4,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27
G,745,0,0,20,40,50,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,150
G,747,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17
G,748,0,0,30,0,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,4,0,4
G,749,0,0,20,30,0,0,60,0,0,0,0,0,0,0,0,0,0,0,10,40,0,110,25,135
G,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,50,50
G,751,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12
G,753,0,0,4,8,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,31
G,755,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
G,757,0,0,5,7,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24
G,758,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,0,10
G,759,0,0,0,0,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,35,94
G,760,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17
G,763,0,0,23,0,25,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,15,86,0,86
G,766,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,40
G,767,0,0,5,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,0,30
G,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,10,10
G,771,0,0,7,20,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,4,59,25,84
G,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,9,9
G,775,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25
G,776,0,0,0,22,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,8,10,47,0,47
G,781,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,23
G,782,0,0,0,30,30,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,115
G,783,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6
G,785,0,0,0,30,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,71
G,787,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23
G,788,0,0,0,10,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33
G,789,0,0,40,20,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,15,11,104,0,104
G,795,0,0,30,80,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,30,0,210,26,236
G,796,0,0,3,18,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,30,69
G,798,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,0,30
G,799,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,0,20,15,35
G,801,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,25,10,35
G,802,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,10,0,25,24,49
G,803,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,10,15
G,804,0,0,0,30,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,15,0,50,6,56
G,805,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,15,25
G,806,0,0,33,45,28,0,50,0,0,0,0,0,0,0,0,0,0,0,0,29,0,156,20,176
G,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,29
G,808,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,20,2,22
G,809,0,0,0,18,30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,19,92
G,812,0,0,0,0,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32
G,813,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25
G,815,0,0,0,8,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40
G,816,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50
G,817,0,0,10,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,25,0,25
G,818,0,0,0,10,10,0,35,0,0,0,0,0,0,0,0,0,0,0,0,20,0,55,10,65
G,821,0,0,20,30,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,20,99
G,823,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30
G,825,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23
